HatchData,,HatchData,,HatchData,
9.272924769,-15.42632534,9.3 ,-15.4 ,9 ,-15 
9.236571224,-16.06498767,9.2 ,-16.1 ,9 ,-16 
9.2049102,-16.6969373,9.2 ,-16.7 ,9 ,-17 
9.177521682,-17.32136227,9.2 ,-17.3 ,9 ,-17 
9.153987812,-17.93745277,9.2 ,-17.9 ,9 ,-18 
9.133889653,-18.54439685,9.1 ,-18.5 ,9 ,-19 
9.11680827,-19.14138579,9.1 ,-19.1 ,9 ,-19 
9.102324726,-19.72760655,9.1 ,-19.7 ,9 ,-20 
9.084553393,-20.58497645,9.1 ,-20.6 ,9 ,-21 
9.066041363,-21.68288288,9.1 ,-21.7 ,9 ,-22 
9.050380909,-22.72312616,9.1 ,-22.7 ,9 ,-23 
9.034221619,-23.69921814,9.0 ,-23.7 ,9 ,-24 
9.01975751,-24.38528725,9.0 ,-24.4 ,9 ,-24 
9.008213,-24.81924076,9.0 ,-24.8 ,9 ,-25 
8.994659106,-25.23350857,9.0 ,-25.2 ,9 ,-25 
8.978675812,-25.62727872,9.0 ,-25.6 ,9 ,-26 
8.95984526,-25.99974141,9.0 ,-26.0 ,9 ,-26 
8.937748515,-26.35008468,8.9 ,-26.4 ,9 ,-26 
8.918779758,-26.59784031,8.9 ,-26.6 ,9 ,-27 
8.904895466,-26.75567575,8.9 ,-26.8 ,9 ,-27 
8.889958434,-26.90752514,8.9 ,-26.9 ,9 ,-27 
8.873917374,-27.05328699,8.9 ,-27.1 ,9 ,-27 
8.856718839,-27.19286198,8.9 ,-27.2 ,9 ,-27 
8.838311004,-27.32614643,8.8 ,-27.3 ,9 ,-27 
8.8186415,-27.45303887,8.8 ,-27.5 ,9 ,-27 
8.79765796,-27.57343994,8.8 ,-27.6 ,9 ,-28 
8.775308018,-27.68724817,8.8 ,-27.7 ,9 ,-28 
8.751539305,-27.79435988,8.8 ,-27.8 ,9 ,-28 
8.726299457,-27.8946736,8.7 ,-27.9 ,9 ,-28 
8.699536104,-27.98808998,8.7 ,-28.0 ,9 ,-28 
8.67119688,-28.07450968,8.7 ,-28.1 ,9 ,-28 
8.641229958,-28.1538269,8.6 ,-28.2 ,9 ,-28 
8.609581891,-28.22594014,8.6 ,-28.2 ,9 ,-28 
8.576200852,-28.29075222,8.6 ,-28.3 ,9 ,-28 
8.549996261,-28.33450734,8.5 ,-28.3 ,9 ,-28 
8.531957694,-28.36134303,8.5 ,-28.4 ,9 ,-28 
8.513457002,-28.38629567,8.5 ,-28.4 ,9 ,-28 
8.494486625,-28.4093523,8.5 ,-28.4 ,8 ,-28 
8.475040086,-28.43049996,8.5 ,-28.4 ,8 ,-28 
8.455111985,-28.44972785,8.5 ,-28.4 ,8 ,-28 
8.434694226,-28.46702302,8.4 ,-28.5 ,8 ,-28 
8.413781949,-28.48237035,8.4 ,-28.5 ,8 ,-28 
8.392367055,-28.49575905,8.4 ,-28.5 ,8 ,-28 
8.370443608,-28.50717615,8.4 ,-28.5 ,8 ,-29 
8.348005667,-28.5166087,8.3 ,-28.5 ,8 ,-29 
8.325045675,-28.5240459,8.3 ,-28.5 ,8 ,-29 
8.301557694,-28.52947264,8.3 ,-28.5 ,8 ,-29 
8.277535244,-28.53287812,8.3 ,-28.5 ,8 ,-29 
8.252971309,-28.53424723,8.3 ,-28.5 ,8 ,-29 
8.227859408,-28.53356915,8.2 ,-28.5 ,8 ,-29 
8.202193604,-28.53083095,8.2 ,-28.5 ,8 ,-29 
8.175966879,-28.52602182,8.2 ,-28.5 ,8 ,-29 
8.149172214,-28.51912448,8.1 ,-28.5 ,8 ,-29 
8.12180421,-28.5101303,8.1 ,-28.5 ,8 ,-29 
8.09385531,-28.49902416,8.1 ,-28.5 ,8 ,-28 
8.065319575,-28.48579527,8.1 ,-28.5 ,8 ,-28 
8.036190526,-28.47043066,8.0 ,-28.5 ,8 ,-28 
8.006461145,-28.45291522,8.0 ,-28.5 ,8 ,-28 
7.976124955,-28.43324032,8.0 ,-28.4 ,8 ,-28 
7.945175475,-28.41139084,7.9 ,-28.4 ,8 ,-28 
7.897587303,-28.37451146,7.9 ,-28.4 ,8 ,-28 
7.831929253,-28.31761167,7.8 ,-28.3 ,8 ,-28 
7.763700356,-28.25178464,7.8 ,-28.3 ,8 ,-28 
7.692848248,-28.1769332,7.7 ,-28.2 ,8 ,-28 
7.61932056,-28.09295369,7.6 ,-28.1 ,8 ,-28 
7.543065465,-27.99974462,7.5 ,-28.0 ,8 ,-28 
7.464030057,-27.89720665,7.5 ,-27.9 ,7 ,-28 
7.382161968,-27.78523614,7.4 ,-27.8 ,7 ,-28 
7.297409371,-27.66373157,7.3 ,-27.7 ,7 ,-28 
7.20971936,-27.53259363,7.2 ,-27.5 ,7 ,-28 
7.119040106,-27.3917208,7.1 ,-27.4 ,7 ,-27 
7.025318703,-27.24100945,7.0 ,-27.2 ,7 ,-27 
6.928502784,-27.08036023,6.9 ,-27.1 ,7 ,-27 
6.828539983,-26.90966949,6.8 ,-26.9 ,7 ,-27 
6.72537847,-26.72884005,6.7 ,-26.7 ,7 ,-27 
6.618965881,-26.5377661,6.6 ,-26.5 ,7 ,-27 
6.509249307,-26.33635047,6.5 ,-26.3 ,7 ,-26 
6.396176381,-26.12448733,6.4 ,-26.1 ,6 ,-26 
6.279695278,-25.90207736,6.3 ,-25.9 ,6 ,-26 
6.159753088,-25.66902121,6.2 ,-25.7 ,6 ,-26 
6.036297986,-25.42521524,6.0 ,-25.4 ,6 ,-25 
5.909277604,-25.17055795,5.9 ,-25.2 ,6 ,-25 
5.778638495,-24.90495,5.8 ,-24.9 ,6 ,-25 
5.644329912,-24.62828774,5.6 ,-24.6 ,6 ,-25 
5.506298409,-24.34046968,5.5 ,-24.3 ,6 ,-24 
5.364491617,-24.04139647,5.4 ,-24.0 ,5 ,-24 
5.21885771,-23.73096663,5.2 ,-23.7 ,5 ,-24 
4.993116219,-23.24380385,5.0 ,-23.2 ,5 ,-23 
4.678242733,-22.55355618,4.7 ,-22.6 ,5 ,-23 
4.514738084,-22.19076319,4.5 ,-22.2 ,5 ,-22 
4.350764709,-21.82451584,4.4 ,-21.8 ,4 ,-22 
4.032178019,-21.10692283,4.0 ,-21.1 ,4 ,-21 
3.725797716,-20.40913538,3.7 ,-20.4 ,4 ,-20 
3.431295291,-19.73108761,3.4 ,-19.7 ,3 ,-20 
3.148343045,-19.07271043,3.1 ,-19.1 ,3 ,-19 
2.876612198,-18.43393472,2.9 ,-18.4 ,3 ,-18 
2.615775051,-17.8146914,2.6 ,-17.8 ,3 ,-18 
2.365502827,-17.21491351,2.4 ,-17.2 ,2 ,-17 
2.125467285,-16.63453087,2.1 ,-16.6 ,2 ,-17 
1.895340727,-16.07347654,1.9 ,-16.1 ,2 ,-16 
1.568011301,-15.26798243,1.6 ,-15.3 ,2 ,-15 
1.163188731,-14.26099603,1.2 ,-14.3 ,1 ,-14 
0.792092242,-13.33008549,0.8 ,-13.3 ,1 ,-13 
0.452095856,-12.47470014,0.5 ,-12.5 ,0 ,-12 
0.140573626,-11.69429256,0.1 ,-11.7 ,0 ,-12 
-0.075961576,-11.15786047,-0.1 ,-11.2 ,0 ,-11 
-0.212787925,-10.82338442,-0.2 ,-10.8 ,0 ,-11 
-0.343972851,-10.5073432,-0.3 ,-10.5 ,0 ,-11 
-0.469844599,-10.20966933,-0.5 ,-10.2 ,0 ,-10 
-0.590731421,-9.930294243,-0.6 ,-9.9 ,-1 ,-10 
-0.706961588,-9.669148833,-0.7 ,-9.7 ,-1 ,-10 
-0.818863306,-9.426165079,-0.8 ,-9.4 ,-1 ,-9 
-0.926764848,-9.201273878,-0.9 ,-9.2 ,-1 ,-9 
-1.030994419,-8.994407208,-1.0 ,-9.0 ,-1 ,-9 
-1.106954409,-8.851043981,-1.1 ,-8.9 ,-1 ,-9 
-1.156617828,-8.761065474,-1.2 ,-8.8 ,-1 ,-9 
-1.205547974,-8.675554364,-1.2 ,-8.7 ,-1 ,-9 
-1.25378574,-8.594502014,-1.3 ,-8.6 ,-1 ,-9 
-1.301372292,-8.517900325,-1.3 ,-8.5 ,-1 ,-9 
-1.348348593,-8.445740119,-1.3 ,-8.4 ,-1 ,-8 
-1.394755536,-8.378012759,-1.4 ,-8.4 ,-1 ,-8 
-1.44063449,-8.314710687,-1.4 ,-8.3 ,-1 ,-8 
-1.486026079,-8.255824185,-1.5 ,-8.3 ,-1 ,-8 
-1.530971738,-8.201345154,-1.5 ,-8.2 ,-2 ,-8 
-1.575512227,-8.151265497,-1.6 ,-8.2 ,-2 ,-8 
-1.619688576,-8.105575497,-1.6 ,-8.1 ,-2 ,-8 
-1.66354195,-8.064267595,-1.7 ,-8.1 ,-2 ,-8 
-1.707113243,-8.027332613,-1.7 ,-8.0 ,-2 ,-8 
-1.750443756,-7.994762454,-1.8 ,-8.0 ,-2 ,-8 
-1.793574114,-7.966547939,-1.8 ,-8.0 ,-2 ,-8 
-1.83654575,-7.942681511,-1.8 ,-7.9 ,-2 ,-8 
-1.879399291,-7.923153452,-1.9 ,-7.9 ,-2 ,-8 
-1.92217617,-7.907955664,-1.9 ,-7.9 ,-2 ,-8 
-1.964917149,-7.897079509,-2.0 ,-7.9 ,-2 ,-8 
-2.007663391,-7.890516889,-2.0 ,-7.9 ,-2 ,-8 
-2.050455791,-7.888258627,-2.1 ,-7.9 ,-2 ,-8 
-2.093335515,-7.890296084,-2.1 ,-7.9 ,-2 ,-8 
-2.136343593,-7.896621702,-2.1 ,-7.9 ,-2 ,-8 
-2.179520919,-7.907225764,-2.2 ,-7.9 ,-2 ,-8 
-2.222908657,-7.922099632,-2.2 ,-7.9 ,-2 ,-8 
-2.266547839,-7.941235748,-2.3 ,-7.9 ,-2 ,-8 
-2.310479358,-7.964624934,-2.3 ,-8.0 ,-2 ,-8 
-2.354744381,-7.992258552,-2.4 ,-8.0 ,-2 ,-8 
-2.399383935,-8.024127964,-2.4 ,-8.0 ,-2 ,-8 
-2.444438917,-8.060225073,-2.4 ,-8.1 ,-2 ,-8 
-2.489950492,-8.10054124,-2.5 ,-8.1 ,-2 ,-8 
-2.535959823,-8.145067287,-2.5 ,-8.1 ,-3 ,-8 
-2.582507402,-8.193795118,-2.6 ,-8.2 ,-3 ,-8 
-2.629634798,-8.246716093,-2.6 ,-8.2 ,-3 ,-8 
-2.67738304,-8.303821575,-2.7 ,-8.3 ,-3 ,-8 
-2.725792889,-8.365102927,-2.7 ,-8.4 ,-3 ,-8 
-2.774905374,-8.430551509,-2.8 ,-8.4 ,-3 ,-8 
-2.824761796,-8.500159225,-2.8 ,-8.5 ,-3 ,-9 
-2.875402914,-8.573917436,-2.9 ,-8.6 ,-3 ,-9 
-2.926869758,-8.651816965,-2.9 ,-8.7 ,-3 ,-9 
-2.979203628,-8.733849173,-3.0 ,-8.7 ,-3 ,-9 
-3.059419455,-8.864629187,-3.1 ,-8.9 ,-3 ,-9 
-3.169790887,-9.053388187,-3.2 ,-9.1 ,-3 ,-9 
-3.284368421,-9.258525125,-3.3 ,-9.3 ,-3 ,-9 
-3.403480296,-9.479971435,-3.4 ,-9.5 ,-3 ,-9 
-3.52745448,-9.717658557,-3.5 ,-9.7 ,-4 ,-10 
-3.656619483,-9.971518466,-3.7 ,-10.0 ,-4 ,-10 
-3.791303273,-10.24148152,-3.8 ,-10.2 ,-4 ,-10 
-3.931834629,-10.52748023,-3.9 ,-10.5 ,-4 ,-11 
-4.154313165,-10.9863934,-4.2 ,-11.0 ,-4 ,-11 
-4.645385923,-12.01106854,-4.6 ,-12.0 ,-5 ,-12 
-5.010483742,-12.77258923,-5.0 ,-12.8 ,-5 ,-13 
-5.106734158,-12.97187204,-5.1 ,-13.0 ,-5 ,-13 
-5.30468115,-13.37685522,-5.3 ,-13.4 ,-5 ,-13 
-5.509557872,-13.78972261,-5.5 ,-13.8 ,-6 ,-14 
-5.72096806,-14.20966766,-5.7 ,-14.2 ,-6 ,-14 
-5.938514374,-14.63588488,-5.9 ,-14.6 ,-6 ,-15 
-6.161800011,-15.06756879,-6.2 ,-15.1 ,-6 ,-15 
-6.390428168,-15.50391283,-6.4 ,-15.5 ,-6 ,-16 
-6.624002045,-15.94411151,-6.6 ,-15.9 ,-7 ,-16 
-6.862125379,-16.38735829,-6.9 ,-16.4 ,-7 ,-16 
-7.104400288,-16.83284767,-7.1 ,-16.8 ,-7 ,-17 
-7.350431049,-17.27977417,-7.4 ,-17.3 ,-7 ,-17 
-7.599819782,-17.72733016,-7.6 ,-17.7 ,-8 ,-18 
-7.852170223,-18.17471232,-7.9 ,-18.2 ,-8 ,-18 
-8.107085572,-18.62111299,-8.1 ,-18.6 ,-8 ,-19 
-8.364168485,-19.06572671,-8.4 ,-19.1 ,-8 ,-19 
-8.623022701,-19.50774799,-8.6 ,-19.5 ,-9 ,-20 
-8.883251417,-19.94636918,-8.9 ,-19.9 ,-9 ,-20 
-9.144457292,-20.38078698,-9.1 ,-20.4 ,-9 ,-20 
-9.406243524,-20.81019265,-9.4 ,-20.8 ,-9 ,-21 
-9.668213851,-21.23378287,-9.7 ,-21.2 ,-10 ,-21 
-9.92997147,-21.65075002,-9.9 ,-21.7 ,-10 ,-22 
-10.19111796,-22.06028859,-10.2 ,-22.1 ,-10 ,-22 
-10.45125922,-22.46159312,-10.5 ,-22.5 ,-10 ,-22 
-10.70999574,-22.85385812,-10.7 ,-22.9 ,-11 ,-23 
-10.96693235,-23.23627595,-11.0 ,-23.2 ,-11 ,-23 
-11.2216717,-23.60804329,-11.2 ,-23.6 ,-11 ,-24 
-11.47381646,-23.96835034,-11.5 ,-24.0 ,-11 ,-24 
-11.72297035,-24.31639594,-11.7 ,-24.3 ,-12 ,-24 
-11.96873711,-24.65137028,-12.0 ,-24.7 ,-12 ,-25 
-12.15059986,-24.89353722,-12.2 ,-24.9 ,-12 ,-25 
-12.27057552,-25.05048079,-12.3 ,-25.1 ,-12 ,-25 
-12.38948224,-25.20370145,-12.4 ,-25.2 ,-12 ,-25 
-12.5072682,-25.35309985,-12.5 ,-25.4 ,-13 ,-25 
-12.62388589,-25.49857665,-12.6 ,-25.5 ,-13 ,-25 
-12.73928349,-25.64003253,-12.7 ,-25.6 ,-13 ,-26 
-12.85341347,-25.77736167,-12.9 ,-25.8 ,-13 ,-26 
-12.9662251,-25.91046905,-13.0 ,-25.9 ,-13 ,-26 
-13.07766871,-26.03924885,-13.1 ,-26.0 ,-13 ,-26 
-13.18769463,-26.16360391,-13.2 ,-26.2 ,-13 ,-26 
-13.29625426,-26.28343057,-13.3 ,-26.3 ,-13 ,-26 
-13.40329688,-26.39863165,-13.4 ,-26.4 ,-13 ,-26 
-13.5087728,-26.5091035,-13.5 ,-26.5 ,-14 ,-27 
-13.61263344,-26.61474894,-13.6 ,-26.6 ,-14 ,-27 
-13.71482805,-26.71546215,-13.7 ,-26.7 ,-14 ,-27 
-13.81530804,-26.81114597,-13.8 ,-26.8 ,-14 ,-27 
-13.91402375,-26.90169674,-13.9 ,-26.9 ,-14 ,-27 
-14.01092551,-26.98701727,-14.0 ,-27.0 ,-14 ,-27 
-14.10596257,-27.06700609,-14.1 ,-27.1 ,-14 ,-27 
-14.19908634,-27.14155952,-14.2 ,-27.1 ,-14 ,-27 
-14.29024715,-27.2105804,-14.3 ,-27.2 ,-14 ,-27 
-14.37939535,-27.27396508,-14.4 ,-27.3 ,-14 ,-27 
-14.46648125,-27.3316142,-14.5 ,-27.3 ,-14 ,-27 
-14.55145519,-27.38342845,-14.6 ,-27.4 ,-15 ,-27 
-14.63426751,-27.42930417,-14.6 ,-27.4 ,-15 ,-27 
-14.71486961,-27.46914417,-14.7 ,-27.5 ,-15 ,-27 
-14.79321075,-27.50284265,-14.8 ,-27.5 ,-15 ,-28 
-14.86924126,-27.53030459,-14.9 ,-27.5 ,-15 ,-28 
-14.92471796,-27.54674461,-14.9 ,-27.5 ,-15 ,-28 
-14.96095489,-27.55570208,-15.0 ,-27.6 ,-15 ,-28 
-14.9965861,-27.56304427,-15.0 ,-27.6 ,-15 ,-28 
-15.03160617,-27.56875606,-15.0 ,-27.6 ,-15 ,-28 
-15.06600756,-27.57282665,-15.1 ,-27.6 ,-15 ,-28 
-15.09978486,-27.57524526,-15.1 ,-27.6 ,-15 ,-28 
-15.13293268,-27.57599459,-15.1 ,-27.6 ,-15 ,-28 
-15.16544345,-27.57506386,-15.2 ,-27.6 ,-15 ,-28 
-15.19731178,-27.57244227,-15.2 ,-27.6 ,-15 ,-28 
-15.2285312,-27.56811686,-15.2 ,-27.6 ,-15 ,-28 
-15.25909629,-27.56207251,-15.3 ,-27.6 ,-15 ,-28 
-15.28899951,-27.55429843,-15.3 ,-27.6 ,-15 ,-28 
-15.31823437,-27.54478382,-15.3 ,-27.5 ,-15 ,-28 
-15.34679656,-27.5335114,-15.3 ,-27.5 ,-15 ,-28 
-15.37467852,-27.52047254,-15.4 ,-27.5 ,-15 ,-28 
-15.40187484,-27.50565428,-15.4 ,-27.5 ,-15 ,-28 
-15.42837798,-27.48904366,-15.4 ,-27.5 ,-15 ,-27 
-15.45418361,-27.47062556,-15.5 ,-27.5 ,-15 ,-27 
-15.47928417,-27.45039136,-15.5 ,-27.5 ,-15 ,-27 
-15.50367319,-27.42832593,-15.5 ,-27.4 ,-16 ,-27 
-15.52734635,-27.40441847,-15.5 ,-27.4 ,-16 ,-27 
-15.550295,-27.37865387,-15.6 ,-27.4 ,-16 ,-27 
-15.57251484,-27.35102133,-15.6 ,-27.4 ,-16 ,-27 
-15.59399937,-27.3215079,-15.6 ,-27.3 ,-16 ,-27 
-15.61474105,-27.29010061,-15.6 ,-27.3 ,-16 ,-27 
-15.63473556,-27.25678652,-15.6 ,-27.3 ,-16 ,-27 
-15.65397533,-27.22155481,-15.7 ,-27.2 ,-16 ,-27 
-15.67245496,-27.18439255,-15.7 ,-27.2 ,-16 ,-27 
-15.69016691,-27.1452846,-15.7 ,-27.1 ,-16 ,-27 
-15.70710685,-27.10422018,-15.7 ,-27.1 ,-16 ,-27 
-15.7232683,-27.06118848,-15.7 ,-27.1 ,-16 ,-27 
-15.7386437,-27.0161744,-15.7 ,-27.0 ,-16 ,-27 
-15.76022002,-26.94490983,-15.8 ,-26.9 ,-16 ,-27 
-15.78618329,-26.84283615,-15.8 ,-26.8 ,-16 ,-27 
-15.80889332,-26.73261048,-15.8 ,-26.7 ,-16 ,-27 
-15.82830153,-26.61412917,-15.8 ,-26.6 ,-16 ,-27 
-15.84435717,-26.48729504,-15.8 ,-26.5 ,-16 ,-26 
-15.85701164,-26.35200444,-15.9 ,-26.4 ,-16 ,-26 
-15.86621529,-26.20815803,-15.9 ,-26.2 ,-16 ,-26 
-15.87191736,-26.05565216,-15.9 ,-26.1 ,-16 ,-26 
-15.87406927,-25.89439181,-15.9 ,-25.9 ,-16 ,-26 
-15.87262135,-25.72427117,-15.9 ,-25.7 ,-16 ,-26 
-15.86752393,-25.5451909,-15.9 ,-25.5 ,-16 ,-26 
-15.85872626,-25.35705167,-15.9 ,-25.4 ,-16 ,-25 
-15.84618084,-25.15975198,-15.8 ,-25.2 ,-16 ,-25 
-15.82983691,-24.95319033,-15.8 ,-25.0 ,-16 ,-25 
-15.80964482,-24.73726524,-15.8 ,-24.7 ,-16 ,-25 
-15.78555488,-24.51187736,-15.8 ,-24.5 ,-16 ,-25 
-15.75751744,-24.27692736,-15.8 ,-24.3 ,-16 ,-24 
-15.72548391,-24.03231159,-15.7 ,-24.0 ,-16 ,-24 
-15.68940354,-23.77793287,-15.7 ,-23.8 ,-16 ,-24 
-15.64922774,-23.51368539,-15.6 ,-23.5 ,-16 ,-24 
-15.60490576,-23.23947196,-15.6 ,-23.2 ,-16 ,-23 
-15.55638794,-22.95519326,-15.6 ,-23.0 ,-16 ,-23 
-15.50362568,-22.66074348,-15.5 ,-22.7 ,-16 ,-23 
-15.44656933,-22.35602758,-15.4 ,-22.4 ,-15 ,-22 
-15.38516921,-22.04093977,-15.4 ,-22.0 ,-15 ,-22 
-15.31937457,-21.71538286,-15.3 ,-21.7 ,-15 ,-22 
-15.28481417,-21.54864584,-15.3 ,-21.5 ,-15 ,-22 
-15.21465878,-21.21508081,-15.2 ,-21.2 ,-15 ,-21 
-15.07484194,-20.56318203,-15.1 ,-20.6 ,-15 ,-21 
-14.93571721,-19.93131122,-14.9 ,-19.9 ,-15 ,-20 
-14.79732993,-19.31912611,-14.8 ,-19.3 ,-15 ,-19 
-14.65972438,-18.72628767,-14.7 ,-18.7 ,-15 ,-19 
-14.52294483,-18.15245361,-14.5 ,-18.2 ,-15 ,-18 
-14.38703446,-17.59728491,-14.4 ,-17.6 ,-14 ,-18 
-14.25203755,-17.06044144,-14.3 ,-17.1 ,-14 ,-17 
-14.11799836,-16.54158093,-14.1 ,-16.5 ,-14 ,-17 
-13.98496116,-16.04036327,-14.0 ,-16.0 ,-14 ,-16 
-13.85296915,-15.55644942,-13.9 ,-15.6 ,-14 ,-16 
-13.72206874,-15.08949709,-13.7 ,-15.1 ,-14 ,-15 
-13.59230098,-14.63916727,-13.6 ,-14.6 ,-14 ,-15 
-13.46371228,-14.20511766,-13.5 ,-14.2 ,-13 ,-14 
-13.33634585,-13.78701032,-13.3 ,-13.8 ,-13 ,-14 
-13.21024594,-13.38450297,-13.2 ,-13.4 ,-13 ,-13 
-13.08545575,-12.99725549,-13.1 ,-13.0 ,-13 ,-13 
-12.96202062,-12.62492669,-13.0 ,-12.6 ,-13 ,-13 
-12.83998483,-12.26717753,-12.8 ,-12.3 ,-13 ,-12 
-12.71939156,-11.92366627,-12.7 ,-11.9 ,-13 ,-12 
-12.600284,-11.59405335,-12.6 ,-11.6 ,-13 ,-12 
-12.48270859,-11.27799755,-12.5 ,-11.3 ,-12 ,-11 
-12.3667085,-10.97515823,-12.4 ,-11.0 ,-12 ,-11 
-12.25232694,-10.68519582,-12.3 ,-10.7 ,-12 ,-11 
-12.13960925,-10.40776911,-12.1 ,-10.4 ,-12 ,-10 
-12.02859754,-10.14253799,-12.0 ,-10.1 ,-12 ,-10 
-11.91933823,-9.889161257,-11.9 ,-9.9 ,-12 ,-10 
-11.81187452,-9.647299347,-11.8 ,-9.6 ,-12 ,-10 
-11.70625067,-9.416611057,-11.7 ,-9.4 ,-12 ,-9 
-11.60250989,-9.196756274,-11.6 ,-9.2 ,-12 ,-9 
-11.5006975,-8.987394339,-11.5 ,-9.0 ,-12 ,-9 
-11.40085671,-8.788185139,-11.4 ,-8.8 ,-11 ,-9 
-11.30303178,-8.598787476,-11.3 ,-8.6 ,-11 ,-9 
-11.20726806,-8.418861235,-11.2 ,-8.4 ,-11 ,-8 
-11.11360766,-8.24806576,-11.1 ,-8.2 ,-11 ,-8 
-11.02209485,-8.086060935,-11.0 ,-8.1 ,-11 ,-8 
-10.93277498,-7.932506103,-10.9 ,-7.9 ,-11 ,-8 
-10.84569232,-7.78706034,-10.8 ,-7.8 ,-11 ,-8 
-10.76088898,-7.649383798,-10.8 ,-7.6 ,-11 ,-8 
-10.67841138,-7.519135553,-10.7 ,-7.5 ,-11 ,-8 
-10.59830164,-7.395974948,-10.6 ,-7.4 ,-11 ,-7 
-10.5206051,-7.279562137,-10.5 ,-7.3 ,-11 ,-7 
-10.40868101,-7.116849007,-10.4 ,-7.1 ,-10 ,-7 
-10.26830594,-6.920336441,-10.3 ,-6.9 ,-10 ,-7 
-10.13837514,-6.744684594,-10.1 ,-6.7 ,-10 ,-7 
-9.96383515,-6.514361525,-10.0 ,-6.5 ,-10 ,-7 
-9.814781187,-6.315652781,-9.8 ,-6.3 ,-10 ,-6 
-9.750182895,-6.225280711,-9.8 ,-6.2 ,-10 ,-6 
-9.710895714,-6.167578946,-9.7 ,-6.2 ,-10 ,-6 
-9.674683614,-6.111517296,-9.7 ,-6.1 ,-10 ,-6 
-9.641589784,-6.056755106,-9.6 ,-6.1 ,-10 ,-6 
-9.611657413,-6.002951718,-9.6 ,-6.0 ,-10 ,-6 
-9.584931851,-5.949767018,-9.6 ,-5.9 ,-10 ,-6 
-9.561457366,-5.89686008,-9.6 ,-5.9 ,-10 ,-6 
-9.541278228,-5.843890516,-9.5 ,-5.8 ,-10 ,-6 
-9.524436546,-5.790518213,-9.5 ,-5.8 ,-10 ,-6 
-9.510978748,-5.736401972,-9.5 ,-5.7 ,-10 ,-6 
-9.505531609,-5.708958754,-9.5 ,-5.7 ,-10 ,-6 
-9.505531609,-1.213910888,-9.5 ,-1.2 ,-10 ,-1 
